"transcript_id","original_text","guess_text","transcript_line_status_id"
150,"Hello my name is Arlene showmen and I'm going to have a conversation with Senator a G.M. NO","Hello, my name is Arlene Schulman and I'm going to have a conversation with Senator Adriano Espaillat",4
150,"SE out for bridging our","Espaillat for ""Bridging Our Stories: Washington",4
150,"story Washington Heights in Inwood Oral History Project at the New York Public Library.","Stories: Washington Heights and Inwood Oral History Project at the New York Public Library."" It is",4
150,"It is Tuesday July fourteenth. And this is being","It is Tuesday, July 14th and this is being",4
150,"recorded at the center at the US office at fifty thirty Broadway","recorded at Senator Espaillot's office at 5030 Broadway in Inwood.",4
150,"in would I know it's going to be a busy day because I hear your phone or a giggle ready.","I know it's going to be a busy day because I hear your phone ringing already.",4
150,"I","Well,that's o.k.   I",4
150,"think the best time to give us money away. Will welcome.","think that that's just, they're trying to get in touch with me. That's fine. Let 'em wait. (Well, welcome!) Thank you.",4
150,"Thank you. And so","Thank you. [laughter] (And, so)",4
150,"is it going back to your experiences here you came here when you were nine. Yes.","in going back to your experiences here, you came here when you were 9. (Yes.) What was it",4
150,"What was it like getting off the plane and seeing the streets of New","What was it like getting off the plane and seeing the streets of New York City?",4
150,"York City.","York City? (Ok. Well first we got)",4
150,"Well first we got off. First we came really in","Well, first we got off. First we came really, uh, in the middle",4
150,"the middle of the summer. My grandmother who had been here in","in the middle of the Summer. Uh, my grandmother who had been here in New York City",4
150,"the city since","New York City since before",4
150,"before I was born since the fifty's right. Was my brother","before I was born, since the 50s, right? Uh--brought us--uh, my brother and I",4
150,"and I. The World's Fair and.","and I, uh, to The World's Fair. In Flushing Meadow",4
150,"Flushing Meadow Park. And so we came in the middle of something I guess.","Meadow Park. And so we came in the middle of Summer, and I guess, uh, we know",4
150,"We we know now she was trying to see our parents are trying to see if we can acclimate We","We--we know now she was trying to see, or our parents were trying to see if we could acclimate with New York [laughs]--New York",4
150,"need New York City. And so we came in the summer. For a month","New York--New York City. And so we came in the Summer for a month or so",4
150,"or so and then we went back and we came back to stay","and then we went back and we came back to stay that same year",4
150,"that same era in December","that same year in December, December 21st.",4
150,"December twenty first. One hundred sixty four so when we got","December 21st, of uh, 1964. So when we got here",4
150,"here. Obviously it was winter and.","here--obviously, uh, it was Winter, and, uh, the first",4
150,"The first thing we did my brother and I we got off the plane back then he got off the plane and you walk down","the first thing we did, my brother and I, when we got off the plane--back then you got off the plane and you walked down the stairs",4
150,"the stairs and we touch the stall. Because we wanted to feel","the stairs--and we touched the snow. Because we wanted to feel what snow felt",4
150,"God's don't like to know what it felt like so. And then","snow felt like. We wanted to know what it felt like, so. And then we",4
150,"we I","we, remem--I remember crossing the uh, Triboro",4
150,"a remember. And this got a","crossing the uh, Triboro Bridge. And just got a fantastic",4
150,"fantastic view of the","view of the city.",4
150,"city. And I asked my uncle. My late uncle","city. And I asked my uncle, who, uh--my late uncle, Freddy, who--who",4
150,"Freddy who went to business up at the airport.","Freddy, who--who went to pick us up at the airport, you know what were all",4
150,"While all those little square boxes in the buildings the apartments where a man. My uncle told us.","what were all those little square boxes in the buildings, the apartments, right? And my uncle told us, ""Well everybody here",4
150,"Well everybody here in your city owns a dog and saw all those apartments have a dog and","""Well everybody here in New York City owns a dog, and so, all those apartments have a dog and that's where they live."" [laughs]",4
150,"that's so my brother and I were perplexed","where they live."" [laughs] And so my brother and I were kind of like perplexed that, you know, that he",4
150,"that he would say this is because he was a prankster a new job or he was.","that, you know, that he would say this. It was just--he was a prankster, he was a joker, he was just having fun with",4
150,"Having fun with us.","fun with us.",4
150,"And then we came here to thirty six Broadway hundred fifty third","And then we came here to 3681 Broadway, at 153rd Street and Broadway",4
150,"Street and Broadway right across some of them. When my good friend","Street and Broadway, right across the cemetery, uh, where my good friend Tony and ?Mintas? ",4
150,"Tony died still live there.","Tony and ?Minta? still live there. Literally when we",4
150,"Literally what we got here. Tony has been my friend open the door as","when we got here, Tony ?Hasbin?, my friend over fifty years, opened the door as we were",4
150,"we were pushing our luggage. In the building. So he's like the first.","we were pushing our luggage in the building. So he's like the first, uh, friend that",4
150,"Friend that I had here from here in New York City.","I had here, uh, here in New York City, and we're still",4
150,"Still very close","very close friends.",4
150,"friends and. So we went upstairs we lived in apartments sixty four.","And uh, so we went upstairs, we lived in apartment 64. My friend",4
150,"My friend Tony has been his brother Bobby. Were in apartment","My friend Tony ?Hasbin? and his brother, Papi, uh, were in apartment 54,",4
150,"fifty four. I don't need us. And so my brother and I the first thing we did was we looked","54, right underneath us. And so my brother and I, the first thing we did was we looked out the",4
150,"out the with the we saw the Hudson River.","window, we saw the Hudson River. And so I",4
150,"So I come from Sunday I was","I come from Santiago, Santiago has a",4
150,"on a river that's considered very very large a little bit ago Republic but","a river that's considered very--very large in the Dominican Republic, but next to the",4
150,"next to the Hudson River is not is not even close.","next to the Hudson River, it's not even-- [laughs] it's not even close, so, it was",4
150,"It was winter we said why we just can't wait for somebody get here so we can","it was winter we said, ""Wow, we just can't wait for summer to get here so we can go",4
150,"go swim in the river. Not knowing that the rule is to very dangerous","swim in the river."" Uh, not knowing that the--the river was very dangerous, and it was",4
150,"and it was a way so that was like the first experiences that we","and it was, uh, you know, but--Anyway, so that was like the first experiences that we had,",4
150,"had my brother and I and my","my brother and I and my sister.",4
150,"sister. Just three of us came with my mother my father my father","Just three of us. Uh, we came with my mother, my father--my father stayed",4
150,"stayed behind. My father came back here in ninety six to","behind. My father came back in, in 1965, beginning of uh",4
150,"five mill few months later. Came","the middle--a few months later, he came, he came to, uh",4
150,"to New York. And so we came in the visitors.","New York. And so, uh, we came on a visitors' visa, we over",4
150,"We over six months. So we overstate up.","over--I think it was for six months. And so we overstayed our visa. And then",4
150,"And then we had to go back to","then we had to go back to the DR",4
150,"our. To get our green card. Because we","um, to get our green card, because we were",4
150,"were here without any papers for some time.","were here without any papers for, you know, some time. And",4
150,"And so we finally went back to the public","so we finally, uh, went back to the Dominican Republic, to",4
150,"to get our green cards my brother myself. My mother my","get our green cards. My brother, myself, my mother and my father.",4
150,"father my sister because my sister was a Canadian citizen.","My sister didn't know, didn't go, because my sister was a Canadian citizen.",4
150,"She was born in Canada.","She was born in Canada, my oldest sister. [Ooooh.] So she stayed",4
150,"She stayed behind. And so we went there right in the middle of the civil war.","stayed behind. And so we went there right in the middle of the civil war. In--in",4
150,"In the sixty five Civil War with the U.S. Marines. I could buy","In the '65 civil war when the U.S. Marines, uh, occupied the island.",4
150,"the island. So we went to my","island. And so we went to, um, my mother's, uh",4
150,"mother's on towels. In area that was","aunt's house, who was in--in an area that was controlled by",4
150,"controlled by what they call the constitutional forces with the young","the, what they called the constitutional forces. Young men",4
