"transcript_id","original_text","guess_text","transcript_line_status_id"
358,"Hi. Has more or","Hi. This is Laura Zelasnic.",4
358,"less","I'm recording for the Soho Memory Project.",4
358,"memory","It's February 6th, 2016. I'm at Whole Foods on the Bowery, and",4
358,"about our story","our storyteller is Geraldine",4
358,"to tell you something","Scalia. -- Hi. -- Tell us something about yourself. ",4
358,"about I'm an artist. I've been living","OK. I'm an artist. I've been living in",4
358,"in the area.","in the area, I",4
358,"I just carried up the years. Thirty seven years.","just tallied up the years, 37 years. And",4
358,"And right before that I was in the East Village so I moved here round.","right before that I was in the East Village so I moved here around, ",4
358,"I think the last month of seventy","I think the last month of '78",4
358,"eight and I miss to West Broadway.","uh, and I moved to West Broadway, ",4
358,"I think in seventy nine.","I think in '79. And.",4
358,"And","So tell me something about the changes",4
358,"so","you've seen in the-. Well,",4
358,"well when I moved to West Broadway. That","when I moved to West Broadway, that was",4
358,"was very much and I would say in","very much in the, I would say in the ",4
358,"the height of things happening.","height of things happening. Um. Not",4
358,"Not all the galleries I'd say a good portion of the","all the galleries, I'd say a good portion of the big",4
358,"big galleries. Were located in Soho Primarily I'm with Broadway.","galleries were located in Soho, primarily on West Broadway. It was",4
358,"Was curious that I","curious that I actually",4
358,"actually found a place there I moved in with a friend.","found a place there. I moved in with a friend, and",4
358,"And it was every says I was probably in","it was, ever since I was probably  in art",4
358,"court school earlier I wanted to move to Soho to big loss","school or earlier, I wanted to move to Soho to a big loft but",4
358,"but I've always sort of lived on the edge financially. But I got this great.","I've always sort of lived on the edge financially. But I got this great walkup",4
358,"Walk up","apartment.",4
358,"apartment. I moved in with a friend","Um, I moved in with a friend who",4
358,"who was moving","was moving out.",4
358,"out. And I moved to a","And I moved to a 5th,",4
358,"fifth on the fifth floor of a walk","on the 5th floor [sighs] of a walkup",4
358,"up in an old","in an old building",4
358,"building. The top in the kitchen.","that had a tub in the kitchen and",4
358,"And I had a lost","I had a loft bed.",4
358,"friend and I lived upstairs.","And, um, I lived upstairs from",4
358,"From an old tenant maybe she was an original tenant.","an old tenant. Maybe she was an original tenant because",4
358,"Because she didn't even have a","she didn't even have a shower.",4
358,"shower. When I was looking for another place I looked at a","Um, and when I was looking for another place I looked at a place and",4
358,"place and literally without a shower I remember the guy showing me the place that you could fit in the sink.","it was literally without a shower. I remember the guy showing me the place said, ""Oh, you could fit in the sink."" So",4
358,"So I lived there for. I think three years. Which","I lived there for, I think 3 years, on West Broadway. ",4
358,"Broadway with. And","Um, and. -- What's the most, did-do you recall any ",4
358,"isn't","amazing- -- Oh, it was ",4
358,"always just","just really,",4
358,"really you know it was back in the day when there was","you know, it was back in the day when there was a ",4
