"transcript_id","original_text","guess_text","transcript_line_status_id"
143,"And it has begun to record so this is recording on March seventeenth two","And it has begun to record so this is, uh, recording on March 17th,",4
143,"thousand and fifteen. For the New York Public Library.","2015 for the New York Public Library.",4
143,"Bridging our stories project an oral history of Washington Heights and in what I","Our Stories Project, an oral history of Washington Heights and Inwood. I am with",4
143,"am with Alan Scott and his apartment and","Aaron Scott in his apartment in Inwood",4
143,"what and. We are going to talk.","and we are going to talk.",4
143,"So I think I said that the first question that","So, um, I think I said that the first question that we'd start with",4
143,"we start with would be just a brief history. Before you came","would be just a brief history before you came",4
143,"to in what just. Just for orientation","to Inwood. Just, uh, for orientation purposes.",4
143,"purposes or very brief history of almost sixty.","We'll a very brief history. I'm almost sixty. Okay, well",4
143,"OK. What started where you were born.","OK. What started where you were born.",4
143,"Chicago. Your Once conscious. Very","You were born in Chicago. I was born in Chicago. Ah, um, very quickly...okay, I",4
143,"quickly OK born. Grew up and moved","quickly, OK, born. Grew up, moved around ",4
143,"around when two different schools.","went to different schools,",4
143,"Berklee College of Music. Join the service jumped of airplanes.","Berkley, uh College of Music. Joined the service, jumped out of airplanes.  Whoa!",4
143,"Well. And let's see now that it was going to","um, and uh, let's see. Not in that order it was join the service",4
143,"service and then went to Berkeley. Moved to France. That's a big story. And","service and then went to Berkeley. Moved to France. That's a big story. And then, uh",4
143,"then the came here and whether it","then I came here and voila.",4
143,"was and and. How did you make your living.","And, how did you make your living?",4
143,"Music","Music,",4
143,"is a covies music. I've been very fortunate.","Always music. I've been very fortunate.",4
143,"You know I'm I suppose a rear.","You know, I'm I suppose I'm rare.",4
143,"Rear in that sense because I've I've always done. Pretty","Rare in that sense because I've always done pretty",4
143,"much what I wanted to do and how I wanted to do musically.","much what I wanted to do and how I wanted to do musically.",4
143,"A lot. Many people can't say that. I've always","A lot, many people can't say that. I've always",4
143,"know very. Actually since I was four I've always known that. That one day","known very, actually since I was four, I've always known that one day",4
143,"I would play","I would play ",4
143,"with great people so. Since I was four I was.","with great people so. Since I was four I was",4
143,"Pretty much. Honing my skills just you know. Being ready","pretty much, honing my skills, just you know, being ready,",4
143,"becoming","becoming ready",4
143,"ready for that moment. And of course it came. While I","for that moment. And of course it came. While I",4
143,"was now in France.","was, uh, in France.",4
143,"But yeah that's that's pretty much. It.","But uh, yeah that's that's pretty much. It.",4
143,"I say that I'm the fortunate and GREER Because","I say that I'm uh fortunate and rare because",4
143,"how many of","many of us",4
143,"us are able to know what they want to do when","us are able to know what they want to do and",4
143,"actually do","actually do it",4
143,"it the way to say like to do it. As","the way that they'd like to do it. As",4
143,"I said. As I play with my heroes.","As I, uh, as I played with my heroes.",4
143,"And I played with almost all of my heroes last. Except I did not. I did","and I played with almost all of my heroes. (Wow.) Except I did not, I did",4
143,"not play with my was a did not play with the jaws of them","not play with Miles I did not play with uh Joe Zawinul",4
143,"although he did ask me to play with him.","although he did ask me to play with him.",4
143,"That's the time I was with McCoy and.","At the time I was with McCoy and.",4
143,"You know I was with McCoy Tyner for","you know, I was with McCoy Tyner for",4
143,"fourteen fourteen years. Now ten years and.","fourteen years, yeah. Wow. Fourteen years. And that's",4
