"transcript_id","original_text","guess_text","transcript_line_status_id"
89,"Well my name is Joel For am going to have a conversation with Frank Sr for visible","Hello,my name is Joel Fram, and I'm going to have a conversation with Frank Sr for visible",4
89,"light in the Oral History Project at the New York Public Library it is now","light in the Oral History Project at the New York Public Library. It is now",4
89,"Thursday November thirteenth two thousand and fourteen and this is being recorded at","Thursday, November thirteenth two thousand and fourteen, and this is being recorded at",4
89,"the. At the library branch on Twenty eighth street.","the, um, at the um, library branch on Twenty eighth street.",4
89,"In New York.","In New York.Joel",4
89,"Friends family. Family something here tell me what were your","You have friends and family here from New York. Frank tell me something about where your from. family, and something",4
89,"from your childhood.","and about your childhood.",4
89,"Great My mother's first post. Thank you comedians well","Great man, well first of all it's nice meeting you, Joel.  Thank you, good meeting you as well. ",4
89,". I don't really","Yea, yea, and um, um, I  was born and raised ",4
89,". Live. Birth. And I'm","in Harlem, um, blind from birth and ",4
89,". Really good that's base that's why","and um, really that's uh, that's my base, that's my",4
89,". I don't. Want to.","my home, ya know. Hmm.... and a, I had wonderful, beautiful",4
89,"Be you know times","beautiful parents, um",4
89,".","umm, theyŕe, theyŕe both deceased now but ah, I'd ",4
89,"Sake. But. I'm proud of the fact that I'm sixty one now","say uh, but a (laughs)I'm proud of the fact that I'm 61 now",4
89,"because for so long.","because, uh, none of my parents made it that far, so.... Oh, good.",4
89,"Live a. Little. History and or","I'm livin' on, uh,  beautiful time right now. (laughs) History in Harlem was a",4
89,"a little over thirty fifth Street. Madison Avenue and Lincoln","I a grew up on a 135th street, Madison avenue and the Lincoln project.",3
89,"projects and there are two.","projects and then when I was 10 we moved down to,",4
89,"Hundred and fifty street. Savage on. Tap","115th street, Spanish Harlem and the Tap.",4
89,".","hmmm, kay",2
89,"And.","And youŕe now living in the Bronx",2
89,"You know living in the Bronx are","And youŕe now living in the Bronx, right?",2
89,". Cautiously","Ah, yea I do live in the Bronx, um uh, I live up in co-op City",2
89,"Mary. One door beautiful grass three wrote."," Married one daughter and a beautiful grandson, a three year old.",2
89,"Oh OK so it's","Oh ok, great, so whats that. ",2
89,"grass and it was juice.","Grandson's name is Jahson J-A-H-S-O-N",2
89,"G H That's OK. OK. He's","Oh, ok.",2
89,". He's. Really good. Cycling","He's a really, uh, he's like getting a . He's. Really good. Cycling",2
89,"all about the future you know and hold something","all about the future you know and hold something",1
89,". Say again","",1
89,"you know you can see the future or at least","",1
89,"both. The oldest of","",1
89,"these three three R.'s is actually","",1
89,"useful.","",1
89,"My hopefully that's a good thing. Three","",1
89,"things. It was people. Yeah you know lettuce and of those thirty two","",1
89,"thirty one. So I.","",1
89,"Do remember the days children you know I told my","",1
89,"kid my kid out. By the way. So","",1
89,".","",1
89,"That's great. And what's your","",1
89,"question.","",1
89,"Well my last name is Rose. Quote nobody","",1
89,"knows.","",1
89,"OK. And and your daughters their daughters' names","",1
89,". This year.","",1
89,"And tell me what a world","",1
89,". Yes I mean you know all over the","",1
89,"center always seems to still work","",1
89,". How did you get into just parents really think","",1
89,"because they are from birth. You know music","",1
89,"was always an inflated house whether it be brothers didn't","",1
89,"do well you know you're doing OK","",1
89,"six years all sides. But","",1
89,"you know.","",1
89,"It was all around. Come home and I think my mother","",1
89,"when I was probably two or three. You know something big for","",1
89,"her son and she kind of you know pushed me away.","",1
89,"Well every abusing or do","",1
89,"I just have to tell","",1
89,"us the vote you know so I was always playing drums","",1
89,"or kind of you know messing around with H.R.","",1
89,"three Well you know I carried so","",1
89,"we went to try. And. Go. Through the. Regrettable","",1
89,"lesson she was beautiful. She sat on a damn thing broke","",1
89,"on that was probably the first time we actually","",1
89,".","",1
89,"Lost so. That's","",1
89,". What.","",1
89,"I do you teach yourself what do you know.","",1
89,"Yeah.","",1
89,"Around Still I would touch a piano","",1
89,"design and learn play grandfather.","",1
89,"Grandfather. Was talk way so I will be","",1
89,"here and there and we jam on the piano.","",1
89,"You're also a love scene","",1
89,"played it all the time and then there were also you know in the","",1
89,"church my grandmother's son. Being","",1
89,"too about this thing. My grandmother was a Catholic so","",1
89,"raised so we had it all over you know seeing","",1
89,"him both a different spin on different kinds of music","",1
89,"who was doing them and all that kind of stuff so it was","",1
89,".","",1
89,"The same music and music. My parents private that's","",1
89,". OK That's cute. To.","",1
89,"Hear. This kind of music","",1
89,"you know.","",1
89,"Yes very little but I was telling people that I am really","",1
89,"soul singer. Who loves to do standards you know. But I looked","",1
89,"at the result of us it is because there are so many really really","",1
89,"beautiful scenes out here. You work.","",1
89,"That I have knowledge history","",1
89,"of the jazz technical stuff the theory and I don't have that","",1
89,"stuff but the Iranian state","",1
89,"so therefore Sam always still more but I do sing jazz","",1
89,"with a twist and so on.","",1
89,"So everybody can relate to it.","",1
89,"Is there any","",1
